Código Axapta;Nombre comercial producto;Principio Activo;contenido;Precio aprobado x umc;Precio aprobado x presentac;Precio Regulado 10% o 15% TAB;Precio Regulado X Pres.; código cliente ;Nombre Cliente;Vigencia Desde;Hasta;Convenio;Observaciones;;
001-008-003;ACRYLARM GEL X 10 GRS;Acido Poliacrílico 2 mg;1;20330;20330;0;0;1731;Universidad del Cauca Unidad d;1/02/2019;28/02/2020;;;1731;Universidad del Cauca Unidad d
001-008-003;ACRYLARM GEL X 10 GRS;Acido Poliacrílico 2 mg;1;18000;18000;;; 1449-INS ;Supert.y Drog. Olimpica S.A.;16/11/2018;31/03/2020;;;1449-INS;Supert.y Drog. Olimpica S.A.
001-008-003;ACRYLARM GEL X 10 GRS;Acido Poliacrílico 2 mg;1;18000;18000;;; 1450-INS ;Supert.y Drog. Olimpica S.A.;16/11/2018;31/03/2020;;;1450-INS;Supert.y Drog. Olimpica S.A.
001-008-003;ACRYLARM GEL X 10 GRS;Acido Poliacrílico 2 mg;1;18810;18810;;;1492;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;1492;Cosmitet Ltda
001-008-003;ACRYLARM GEL X 10 GRS;Acido Poliacrílico 2 mg;1;18810;18810;;;2062;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2062;Cosmitet Ltda
001-008-003;ACRYLARM GEL X 10 GRS;Acido Poliacrílico 2 mg;1;18810;18810;;;2170;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2170;Cosmitet Ltda
001-008-003;ACRYLARM GEL X 10 GRS;Acido Poliacrílico 2 mg;1;18810;18810;;;2324;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2324;Cosmitet Ltda
001-008-003;ACRYLARM GEL X 10 GRS;Acido Poliacrílico 2 mg;1;27000;27000;;; 2063-INS ;Unidrogas S.A.;1/05/2019;2/01/2021;Electricaribe;;2063-INS;Unidrogas S.A.
001-008-003;ACRYLARM GEL X 10 GRS;Acido Poliacrílico 2 mg;1;27000;27000;;; 2615-INS ;Unidrogas S.A.;1/05/2019;2/01/2021;Electricaribe;;2615-INS;Unidrogas S.A.
001-008-003;ACRYLARM GEL X 10 GRS;Acido Poliacrílico 2 mg;1;27000;27000;;; 2576-INS ;Unidrogas S.A.;1/05/2019;2/01/2021;Electricaribe;;2576-INS;Unidrogas S.A.
001-008-003;ACRYLARM GEL X 10 GRS;Acido Poliacrílico 2 mg;1;27000;27000;;; 2711-INS ;Unidrogas S.A.;1/05/2019;2/01/2021;Electricaribe;;2711-INS;Unidrogas S.A.
001-008-003;ACRYLARM GEL X 10 GRS;Acido Poliacrílico 2 mg;1;20000;20000;;;2967;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2967;Neuromedica S.A.S
001-008-003;ACRYLARM GEL X 10 GRS;Acido Poliacrílico 2 mg;1;20000;20000;;;2971;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2971;Neuromedica S.A.S
001-008-003;ACRYLARM GEL X 10 GRS;Acido Poliacrílico 2 mg;1;20000;20000;;;2987;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2987;Neuromedica S.A.S
001-008-003;ACRYLARM GEL X 10 GRS;Acido Poliacrílico 2 mg;1;20000;20000;;;2988;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2988;Neuromedica S.A.S
001-008-003;ACRYLARM GEL X 10 GRS;Acido Poliacrílico 2 mg;1;18000;18000;;;2858;Medisin SAS;1/09/2018;30/09/2019;;;2858;Medisin SAS
001-008-003;ACRYLARM GEL X 10 GRS;Acido Poliacrílico 2 mg;1;16000;16000;0;0;2115;Offimedicas S.A.;1/06/2019;31/05/2020;;;2115;Offimedicas S.A.
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;18000;18000;;;2761;Universidad Industrial de Santander;1/06/2019;31/03/2020;;;2761;Universidad Industrial de Santander
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;19500;19500;;; 1451-INS ;Supert.y Drog. Olimpica S.A.;16/11/2018;31/03/2020;;;1451-INS;Supert.y Drog. Olimpica S.A.
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;18000;18000;;;2097;Clinica de Marly S.A.;17/06/2019;30/06/2020;;;2097;Clinica de Marly S.A.
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;35000;35000;;;2335;Farmaceres S.A.;1/08/2019;31/07/2020;;;2335;Farmaceres S.A.
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;26400;26400;;; 1044-INS ;Caja De Comp. Fam. Comfandi;31/05/2019;28/02/2020;Univalle;;1044-INS;Caja De Comp. Fam. Comfandi
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;18000;18000;;;2724;Solinsa G.C S.A.S.;1/07/2019;30/06/2020;MEDIMAS;;2724;Solinsa G.C S.A.S.
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;20129;20129;;;2228;Productos Hospitalarios S.A. Pro-H S.A.;14/12/2018;31/12/2019;MEDIMAS;;2228;Productos Hospitalarios S.A. Pro-H S.A.
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;39800;39800;;;2530;Salud Drogas Uno A;13/06/2018;30/06/2020;;;2530;Salud Drogas Uno A
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;22000;22000;0;;2246;Distribuidora Colombiana de Medicamentos SAS;9/05/2018;30/04/2020;;;2246;Distribuidora Colombiana de Medicamentos SAS
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;19000;19000;;;2875;Offimedicas S.A.;1/06/2019;31/05/2020;;;2875;Offimedicas S.A.
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;24000;24000;;;1872;Macromed S.A.S.;1/07/2018;31/01/2020;;;1872;Macromed S.A.S.
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;18720;18720;;;2061;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2061;Cosmitet Ltda
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;37000;37000;;; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;1/08/2019;31/08/2020;CRUZ VERDE;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;38000;38000;;; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;13/06/2019;30/12/2019;COLMEDICA;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;20000;20000;;;2892;Century Farma SAS;1/05/2019;31/05/2020;;;2892;Century Farma SAS
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;18000;18000;;;2475;IPS Biotech and Life S.A.;1/08/2019;30/07/2020;;;2475;IPS Biotech and Life S.A.
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;17000;17000;;;2641;Organiz.Clinica General Norte;1/09/2019;28/02/2020;;;2641;Organiz.Clinica General Norte
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;26000;26000;;;2075-INS;Eticos Serrano Gomez Ltda.;27/08/2019;31/08/2020;ECOPETROL;;2075-INS;Eticos Serrano Gomez Ltda.
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;26000;26000;;;1010;Audifarma S.A.;27/08/2019;27/08/2020;ECOPETROL;;1010;Audifarma S.A.
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;17000;17000;;;1675;Salamanca Rafael Antonio;1/08/2019;31/08/2019;;;1675;Salamanca Rafael Antonio
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;22770;22770;0;0;1010;Audifarma S.A.;1/08/2018;31/07/2020;NEPS;;1010;Audifarma S.A.
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;22770;22770;0;0;1021-INS;Caja Colombiana de Subsidio Familiar Colsubsidio;1/08/2018;31/07/2020;NEPS;;1021-INS;Caja Colombiana de Subsidio Familiar Colsubsidio
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;22770;22770;0;0;1020-INS;Caja De Comp. Fam. Cafam;1/08/2018;31/07/2020;NEPS;;1020-INS;Caja De Comp. Fam. Cafam
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;22770;22770;0;0;2075-INS;Eticos Serrano Gomez Ltda.;1/08/2018;31/07/2020;NEPS;;2075-INS;Eticos Serrano Gomez Ltda.
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;18720;18720;0;0;1010;Audifarma S.A.;1/07/2018;31/07/2019;CONSORCIO;;1010;Audifarma S.A.
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;18720;18720;0;0;1025;Caja De Comp. Fam. Comfenalco Valle;1/07/2018;31/07/2019;CONSORCIO;;1025;Caja De Comp. Fam. Comfenalco Valle
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;18720;18720;0;0;1023;C.C.F. Comfenalco Antioquia;1/07/2018;31/07/2019;CONSORCIO;;1023;C.C.F. Comfenalco Antioquia
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;18720;18720;;;1026;Caja De Comp. Fam. Compensar;1/07/2018;31/07/2019;CONSORCIO;;1026;Caja De Comp. Fam. Compensar
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;19500;19500;;; 1449-INS ;Supert.y Drog. Olimpica S.A.;16/11/2018;31/03/2020;;;1449-INS;Supert.y Drog. Olimpica S.A.
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;19500;19500;;; 1450-INS ;Supert.y Drog. Olimpica S.A.;16/11/2018;31/03/2020;;;1450-INS;Supert.y Drog. Olimpica S.A.
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;18720;18720;;;1492;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;1492;Cosmitet Ltda
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;18720;18720;;;2062;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2062;Cosmitet Ltda
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;18720;18720;;;2170;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2170;Cosmitet Ltda
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;18720;18720;;;2324;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2324;Cosmitet Ltda
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;32000;32000;;; 2063-INS ;Unidrogas S.A.;1/05/2019;3/01/2021;Electricaribe;;2063-INS;Unidrogas S.A.
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;32000;32000;;; 2615-INS ;Unidrogas S.A.;1/05/2019;3/01/2021;Electricaribe;;2615-INS;Unidrogas S.A.
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;32000;32000;;; 2576-INS ;Unidrogas S.A.;1/05/2019;3/01/2021;Electricaribe;;2576-INS;Unidrogas S.A.
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;32000;32000;;; 2711-INS ;Unidrogas S.A.;1/05/2019;3/01/2021;Electricaribe;;2711-INS;Unidrogas S.A.
001-008-201;ACRYLARM PLUS X 10 G;Acido Poliacrílico 2 mg (Carbomero 02%);1;19000;19000;0;0;2115;Offimedicas S.A.;1/06/2019;31/05/2020;;;2115;Offimedicas S.A.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;565;16950;100143;3004290;2761;Universidad Industrial de Santander;1/06/2019;31/03/2020;;;2761;Universidad Industrial de Santander
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;640;19200;;;2780;Health Net SAS;29/07/2019;31/07/2020;;;2780;Health Net SAS
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;1100;33000;;; 1044-INS ;Caja De Comp. Fam. Comfandi;31/05/2019;28/02/2020;Univalle;;1044-INS;Caja De Comp. Fam. Comfandi
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;640;19200;;;2117;Suministros y Dotaciones Colombia S.A.;19/06/2019;31/12/2020;;;2117;Suministros y Dotaciones Colombia S.A.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;480;14400;945795;28373850;2724;Solinsa G.C S.A.S.;1/07/2019;30/06/2020;MEDIMAS;;2724;Solinsa G.C S.A.S.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;580;17400;100143;3004290;2836;Servimed Institucion Prestadora de Servicios de Salud S.A. Servimed I.P.S.S;1/04/2019;31/03/2020;;;2836;Servimed Institucion Prestadora de Servicios de Salud S.A. Servimed I.P.S.S
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;750;22500;;; 2360-INS ;Grupo Dao SAS;1/08/2019;31/01/2020;;;2360-INS;Grupo Dao SAS
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;480;14400;;;2239;Escobar Bustos Carmen del Pilar;1/05/2019;30/04/2020;;;2239;Escobar Bustos Carmen del Pilar
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;800;24000;;;2842;Orden Hospitalaria De San  Juan De Dios;1/01/2019;31/01/2020;;;2842;Orden Hospitalaria De San Juan De Dios
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;672;20160;;;2807;Medivalle SF SAS;1/05/2019;30/04/2020;;;2807;Medivalle SF SAS
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;640;19200;;;2097;Clinica de Marly S.A.;17/06/2019;30/06/2020;;;2097;Clinica de Marly S.A.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;500;15000;;;2891;Medical Group Anma SAS;1/05/2018;31/05/2019;;;2891;Medical Group Anma SAS
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;700;21000;100143;3004290;1267;H. & V Cia Ltda.;13/05/2019;30/04/2020;;;1267;H. & V Cia Ltda.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;800;24000;;;2335;Farmaceres S.A.;1/08/2019;31/07/2020;;;2335;Farmaceres S.A.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;800;24000;100143;3004290;2651;Cooperativa Emssanar Servicio Farmaceutico;1/05/2019;31/03/2020;;;2651;Cooperativa Emssanar Servicio Farmaceutico
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;570;17100;;;2530;Salud Drogas Uno A;13/05/2018;30/06/2020;;;2530;Salud Drogas Uno A
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;800;24000;100143;3004290;2246;Distribuidora Colombiana de Medicamentos SAS;9/05/2018;30/04/2020;;;2246;Distribuidora Colombiana de Medicamentos SAS
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;500;15000;945795;28373850;2875;Offimedicas S.A.;1/06/2019;31/05/2020;;;2875;Offimedicas S.A.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;600;18000;100143;3004290;1872;Macromed S.A.S.;1/07/2018;31/01/2020;;;1872;Macromed S.A.S.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;500;15000;945795;28373850;2061;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2061;Cosmitet Ltda
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;750;22500;945795;28373850; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;1/08/2019;31/08/2020;CRUZ VERDE;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;640;19200;100143;3004290;1022;Caja de Comp. Fam. Comfenalco;1/03/2019;29/02/2020;;;1022;Caja de Comp. Fam. Comfenalco
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;640;19200;;; 1044-INS ;Caja De Comp. Fam. Comfandi;16/08/2019;31/08/2020;;;1044-INS;Caja De Comp. Fam. Comfandi
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;640;19200;;;1035;Caja De Comp. Fam. De Risaralda - Comfam;19/06/2019;19/07/2020;;;1035;Caja De Comp. Fam. De Risaralda - Comfam
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;1100;33000;;; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;13/06/2019;30/12/2019;COLMEDICA;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;640;19200;100143;3004290;2475;IPS Biotech and Life S.A.;1/08/2019;30/07/2020;;;2475;IPS Biotech and Life S.A.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;515;15450;;;2318;Helpharma S.A.;15/08/2019;14/08/2020;SURA;;2318;Helpharma S.A.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;515;15450;945795;28373850; 2564-INS ;Caja Colombiana de Subsidio Familiar Colsubsidio;15/08/2019;14/08/2020;SURA;;2564-INS;Caja Colombiana de Subsidio Familiar Colsubsidio
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;515;15450;945795;28373850; 1021-INS ;Caja Colombiana de Subsidio Familiar Colsubsidio;15/08/2019;14/08/2020;SURA;;1021-INS;Caja Colombiana de Subsidio Familiar Colsubsidio
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;484;14520;;;2931;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2931;Neuromedica S.A.S
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;515;15450;945795;28373850; 1106-INS ;Eticos Serrano Gomez Ltda.;15/08/2019;14/08/2020;SURA;;1106-INS;Eticos Serrano Gomez Ltda.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;515;15450;945795;28373850; 2075-INS ;Eticos Serrano Gomez Ltda.;15/08/2019;14/08/2020;SURA;;2075-INS;Eticos Serrano Gomez Ltda.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;515;15450;945795;28373850; 2172-INS ;Eticos Serrano Gomez Ltda.;15/08/2019;14/08/2020;SURA;;2172-INS;Eticos Serrano Gomez Ltda.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;515;15450;;; 1361-INS ;Dropopular S.A.;15/08/2019;14/08/2020;SURA;;1361-INS;Dropopular S.A.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;515;15450;945795;28373850;1010;Audifarma S.A.;15/08/2019;14/08/2020;SURA;;1010;Audifarma S.A.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;515;15450;;; 1044-INS ;Caja De Comp. Fam. Comfandi;15/08/2019;14/08/2020;SURA;;1044-INS;Caja De Comp. Fam. Comfandi
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;515;15450;;;1102;Deposito de Drogas Monaco S.A.;15/08/2019;14/08/2020;SURA;;1102;Deposito de Drogas Monaco S.A.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;515;15450;;; 1235-INS ;Eve Distribuciones S.A.S;15/08/2019;14/08/2020;SURA;;1235-INS;Eve Distribuciones S.A.S
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;515;15450;;; 2775-INS ;Eve Distribuciones SAS;15/08/2019;14/08/2020;SURA;;2775-INS;Eve Distribuciones SAS
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;515;15450;945795;28373850; 1247-INS ;Droguerias y Farmacias Cruz Verde S.A.S.;15/08/2019;14/08/2020;SURA;;1247-INS;Droguerias y Farmacias Cruz Verde S.A.S.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;515;15450;;;1720;Cooperativa de Hospitales de A;15/08/2019;14/08/2020;SURA;;1720;Cooperativa de Hospitales de A
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;515;15450;100143;3004290;2329;Grupo Afin Farmacéutica S.A.S;15/08/2019;29/02/2020;SURA;;2329;Grupo Afin Farmacéutica S.A.S
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;515;15450;;;2274;Comercializadora Mercaldas S.A.;15/08/2019;14/08/2020;SURA;;2274;Comercializadora Mercaldas S.A.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;480;14400;945795;28373850;2666;Farma Xpress S.A.S;1/07/2019;30/09/2019;;;2666;Farma Xpress S.A.S
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;580;17400;100143;3004290;1224;Empresa Cooperativa de Servicios de Salud Emcosalud;1/04/2019;28/02/2020;;;1224;Empresa Cooperativa de Servicios de Salud Emcosalud
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;700;21000;945795;28373850;2075-INS;Eticos Serrano Gomez Ltda.;27/08/2019;31/08/2020;ECOPETROL;;2075-INS;Eticos Serrano Gomez Ltda.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;700;21000;945795;28373850;1010;Audifarma S.A.;27/08/2019;27/08/2020;ECOPETROL;;1010;Audifarma S.A.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;515;15450;;; 1235-INS ;Eve Distribuciones S.A.S;15/08/2019;14/08/2020;MEDIMAS;;1235-INS;Eve Distribuciones S.A.S
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;744;22320;945795;28373850;1010;Audifarma S.A.;1/08/2018;31/07/2020;NEPS;;1010;Audifarma S.A.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;744;22320;945795;28373850;1021-INS;Caja Colombiana de Subsidio Familiar Colsubsidio;1/08/2018;31/07/2020;NEPS;;1021-INS;Caja Colombiana de Subsidio Familiar Colsubsidio
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;744;22320;945795;28373850;1020-INS;Caja De Comp. Fam. Cafam;1/08/2018;31/07/2020;NEPS;;1020-INS;Caja De Comp. Fam. Cafam
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;744;22320;945795;28373850;2075-INS;Eticos Serrano Gomez Ltda.;1/08/2018;31/07/2020;NEPS;;2075-INS;Eticos Serrano Gomez Ltda.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;580;17400;945795;28373850;1010;Audifarma S.A.;1/07/2018;31/07/2019;CONSORCIO;;1010;Audifarma S.A.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;580;17400;100143;3004290;1025;Caja De Comp. Fam. Comfenalco Valle;1/07/2018;31/07/2019;CONSORCIO;;1025;Caja De Comp. Fam. Comfenalco Valle
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;580;17400;100143;3004290;1023;C.C.F. Comfenalco Antioquia;1/07/2018;31/07/2019;CONSORCIO;;1023;C.C.F. Comfenalco Antioquia
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;580;17400;;;1026;Caja De Comp. Fam. Compensar;1/07/2018;31/07/2019;CONSORCIO;;1026;Caja De Comp. Fam. Compensar
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;500;15000;945795;2837385;1492;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;1492;Cosmitet Ltda
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;500;15000;945795;2837385;2062;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2062;Cosmitet Ltda
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;500;15000;945795;2837385;2170;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2170;Cosmitet Ltda
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;500;15000;945795;2837385;2324;Cosmitet Ltda;1/10/2018;31/10/2021;POLICIA;;2324;Cosmitet Ltda
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;650;19500;100143;300429; 2063-INS ;Unidrogas S.A.;1/05/2019;4/01/2021;Electricaribe;;2063-INS;Unidrogas S.A.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;650;19500;100143;300429; 2615-INS ;Unidrogas S.A.;1/05/2019;4/01/2021;Electricaribe;;2615-INS;Unidrogas S.A.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;650;19500;100143;300429; 2576-INS ;Unidrogas S.A.;1/05/2019;4/01/2021;Electricaribe;;2576-INS;Unidrogas S.A.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;650;19500;100143;300429; 2711-INS ;Unidrogas S.A.;1/05/2019;4/01/2021;Electricaribe;;2711-INS;Unidrogas S.A.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;484;14520;;;2967;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2967;Neuromedica S.A.S
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;484;14520;;;2971;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2971;Neuromedica S.A.S
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;484;14520;;;2987;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2987;Neuromedica S.A.S
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;484;14520;;;2988;Neuromedica S.A.S;15/08/2019;14/08/2020;SURA;;2988;Neuromedica S.A.S
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;550;16500;;;2858;Medisin SAS;1/09/2018;30/09/2019;;;2858;Medisin SAS
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;500;15000;945795;28373850;2115;Offimedicas S.A.;1/06/2019;31/05/2020;;;2115;Offimedicas S.A.
001-006-622;ALACIR 30 MG X 30;Duloxetina 30 mg;30;740;22200;100143;3004290;2702;Meditec Calidad en Salud SAS;18/06/2018;30/07/2019;COOMEVA;;2702;Meditec Calidad en Salud SAS
001-006-623;ALACIR 60 MG X 30;Duloxetina 60 mg;30;988;29640;200286;6008580;2761;Universidad Industrial de Santander;1/06/2019;31/03/2020;;;2761;Universidad Industrial de Santander
001-006-623;ALACIR 60 MG X 30;Duloxetina 60 mg;30;1200;36000;;;2780;Health Net SAS;29/07/2019;31/07/2020;;;2780;Health Net SAS
