Código Axapta;Nombre comercial producto;Principio Activo;contenido;Precio aprobado x umc;Precio aprobado x presentac;Precio Regulado 10% o 15% TAB;Precio Regulado X Pres; código cliente ;Nombre Cliente;Vigencia Desde;Hasta;Convenio;Observaciones;;
001-006-615;MULTIFLORA SOBRE X 6;Adapalene 01% Clindamicina 1%;1;5550;5550;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-612;MULTIFLORA PLUS CAPS X 10;Adapalene 01% Clindamicina 1%;1;3750;3750;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-613;MULTIFLORA PLUS CAPS X 30;Adapalene 01% Clindamicina 1%;1;2600;2600;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-058;NEOZENTIUS COMP 10 MG X 28;Adapalene 01% Clindamicina 1%;1;1150;1150;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-602;NEOZENTIUS COMP 20 MG X 14;Adapalene 01% Clindamicina 1%;1;3220;3220;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-021;OFTAFLOX GOTAS X 5 ML;Adapalene 01% Clindamicina 1%;1;17000;17000;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-031;OFTAFLOX UNGUENTO X 5 G;Adapalene 01% Clindamicina 1%;1;17800;17800;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-182;OLOPAT SOLUCION OFT 02% X 5 ML;Adapalene 01% Clindamicina 1%;1;10700;10700;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-051;OXIMISYN GOTAS  X 5 ML;Adapalene 01% Clindamicina 1%;1;12500;12500;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-560;PIASCLEDINE 300 MG X 30;Adapalene 01% Clindamicina 1%;1;3150;3150;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-431;PIRIMED X 120 ML;Adapalene 01% Clindamicina 1%;1;27200;27200;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-052;POENGATIF 5 ML;Adapalene 01% Clindamicina 1%;1;28900;28900;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-438;PRESIDERM UNG X 15 G;Adapalene 01% Clindamicina 1%;1;32400;32400;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-171;PROCICAR CREMA X 60 G;Adapalene 01% Clindamicina 1%;1;14500;14500;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-655;PROCICAR NF CREMA X 60 G;Adapalene 01% Clindamicina 1%;1;18200;18200;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-265;ROZELAIC GEL X 30 G;Adapalene 01% Clindamicina 1%;1;48000;48000;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-442;SALILEX BARRA X 120 G;Adapalene 01% Clindamicina 1%;1;27000;27000;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-445;SALILEX PADS X 30 POMOS;Adapalene 01% Clindamicina 1%;1;26190;26190;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-126;SERTAL X 20 COMPRIMIDOS;Adapalene 01% Clindamicina 1%;1;1200;1200;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-100;SERTAL COMP X 100 COMP RECUB;Adapalene 01% Clindamicina 1%;1;1050;1050;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-101;SERTAL COMP COMPRECUB CAJA X 10;Adapalene 01% Clindamicina 1%;1;1609;1609;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-091;SERTAL COMP AMP CAJA X 3;Adapalene 01% Clindamicina 1%;1;6129;6129;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-111;SERTAL GOTAS FCO X 20 ML;Adapalene 01% Clindamicina 1%;1;13700;13700;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-586;SINAC GEL X 30 G;Adapalene 01% Clindamicina 1%;1;74700;74700;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-191;TALOF GOTAS X 5 ML;Adapalene 01% Clindamicina 1%;1;36200;36200;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-101;TOPTEAR FCO 10 ML;Adapalene 01% Clindamicina 1%;1;28200;28200;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-102;TOPTEAR P SOL OFT X 10 ML;Adapalene 01% Clindamicina 1%;1;31300;31300;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-141;TRACTAL 1 MG X 30 CREC;Adapalene 01% Clindamicina 1%;1;1400;1400;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-142;TRACTAL 2 MG X 30 CREC;Adapalene 01% Clindamicina 1%;1;1600;1600;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-089;TRACTAL GOTAS X 20 ML;Adapalene 01% Clindamicina 1%;1;48000;48000;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-103;UMBRELLA CREMA 50+ X 60G;Adapalene 01% Clindamicina 1%;1;60000;60000;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-078;UMBRELLA KIDS MAX X 60 G;Adapalene 01% Clindamicina 1%;1;42000;42000;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-106;UMBRELLA KIDS RESISTENTE AL AGUA 50+ X 120 G;Adapalene 01% Clindamicina 1%;1;57000;57000;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-102;UMBRELLA KIDS WP   X 120 G;Adapalene 01% Clindamicina 1%;1;52000;52000;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-598;UMBRELLA MAX X 100 G;Adapalene 01% Clindamicina 1%;1;68000;68000;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-597;UMBRELLA MAX RESISTENTE AL AGUA X 60 G;Adapalene 01% Clindamicina 1%;1;44900;44900;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-105;UMBRELLA PLUS 50+ X 120 G;Adapalene 01% Clindamicina 1%;1;69000;69000;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-114;UMBRELLA RESISTENTE AL AGUA 50+ TUBO X 225 G;Adapalene 01% Clindamicina 1%;1;72000;72000;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-152;UMQUAN GOTAS X 20 ML;Adapalene 01% Clindamicina 1%;1;24500;24500;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-153;UMQUAN GOTAS X 50 ML;Adapalene 01% Clindamicina 1%;1;42000;42000;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-461;UREADERM 10% X 60 G;Adapalene 01% Clindamicina 1%;1;12500;12500;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-004-472;UREADERM 15% X 60 G;Adapalene 01% Clindamicina 1%;1;14000;14000;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-481;UREADERM LACTATO X 225G;Adapalene 01% Clindamicina 1%;1;47500;47500;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-511;VIROSUPRIL CREMA X 5 G;Adapalene 01% Clindamicina 1%;1;34500;34500;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-008-205;XEGREX SOLUCIÓN OFTÁLMICA x 5 ML;Adapalene 01% Clindamicina 1%;1;48000;48000;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-006-193;ZENTIUS COMP 20 MG X 30;Adapalene 01% Clindamicina 1%;1;1075;1075;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-026;ZUDENINA F GEL X 30;Adapalene 01% Clindamicina 1%;1;59000;59000;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-024;ZUDENINA GEL X 30 G;Adapalene 01% Clindamicina 1%;1;30000;30000;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-500-030;ZUDENINA PLUS GEL X 30;Adapalene 01% Clindamicina 1%;1;56000;56000;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-001;ALGI B CAJA X 20 TABLETAS;Adapalene 01% Clindamicina 1%;1;750;750;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-002;AMPREX  500 MG 30 CAPSULAS;Adapalene 01% Clindamicina 1%;1;1230;1230;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-004;APROLAC 80 MG CAJA X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;365;365;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-005;ARAMAX 25/50 X 30 CAPSULAS;Adapalene 01% Clindamicina 1%;1;2100;2100;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-006;ARAMAX 5/100 X 30 CAPSULAS;Adapalene 01% Clindamicina 1%;1;2900;2900;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-009;ARTRICLOX 15 MG CAJA X 10 TAB;Adapalene 01% Clindamicina 1%;1;135;135;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-010;ARTRICLOX 15 MG X 1 AMPOLLA;Adapalene 01% Clindamicina 1%;1;1900;1900;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-016;BROMUX 100 MG CAJA X 20 TABLETAS;Adapalene 01% Clindamicina 1%;1;5075;5075;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-018;BROMUX D  CAJA X 30 CAP;Adapalene 01% Clindamicina 1%;1;3883;3883;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-019;CANDEPREX 16 MG X 30 TAB;Adapalene 01% Clindamicina 1%;1;2000;2000;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-020;CANDEPREX 32 MG X 30 TAB;Adapalene 01% Clindamicina 1%;1;3000;3000;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-021;CANDEPREX 8 MG X 30 TAB;Adapalene 01% Clindamicina 1%;1;1800;1800;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-024;CANDEPREX H 16/125 MG X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;2460;2460;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-022;CANDEPREX A 16/5  MG X 30 TAB;Adapalene 01% Clindamicina 1%;1;3833;3833;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-023;CANDEPREX A 32/5  MG X 30 TAB;Adapalene 01% Clindamicina 1%;1;4050;4050;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-027;CARVEDIL 125 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;120;120;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-029;CARVEDIL 25 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;130;130;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-031;CARVEDIL 625 MG X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;91;91;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-033;CLOTRIMAX 1000/75 MG 4 TAB;Adapalene 01% Clindamicina 1%;1;11000;11000;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-035;COLESTIR 10/20 MG X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;1180;1180;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-037;COLESTIR 10/40 MG X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;2350;2350;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-040;DIUREX 25 MG CAJA X  10 TAB;Adapalene 01% Clindamicina 1%;1;480;480;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-042;DUOLIP 20/10 MG  X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;2500;2500;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-043;DUOLIP 40/10 MG  X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;3250;3250;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-044;DUOVAL 10/160 MG  X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;3800;3800;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-045;DUOVAL 5/160 MG  X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;3483;3483;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-046;DUOVAL 5/80 MG  X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;2833;2833;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-048;DUOVAL H 5/160/125 MG X 30 TAB;Adapalene 01% Clindamicina 1%;1;4067;4067;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-047;DUOVAL H 10/160/125 MG X 30 TAB;Adapalene 01% Clindamicina 1%;1;5033;5033;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-049;ESOMAX 10 MG CAJA X 28 CAP;Adapalene 01% Clindamicina 1%;1;970;970;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-195;ESOMAX 20 MG CAJA X 28 CAP;Adapalene 01% Clindamicina 1%;1;900;900;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-052;ESOMAX 40 MG CAJA X 28 CAP;Adapalene 01% Clindamicina 1%;1;1800;1800;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-054;FENOLIP  200 MG CAJA X 30 CAPSULA;Adapalene 01% Clindamicina 1%;1;2080;2080;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-055;FENTRADOL 120 MG X 10 TABLETAS;Adapalene 01% Clindamicina 1%;1;790;790;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-057;FENTRADOL 180 MG X 10 TABLETAS;Adapalene 01% Clindamicina 1%;1;790;790;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-058;FIBROLIP 100 MG CAJA X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;1933;1933;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-063;GASPRID M 5 MG X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;2100;2100;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-064;GASPRID S 5 MG X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;2460;2460;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-065;GLIX 10 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;630;630;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-066;GLIX 5 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;580;580;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-071;IBANAT 150 MG X 1 TABLETA;Adapalene 01% Clindamicina 1%;1;15000;15000;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-072;IRBEPREX 150 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;1610;1610;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-073;IRBEPREX 300 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;2150;2150;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-074;IRBEPREX A 150/5 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;4633;4633;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-075;IRBEPREX A 300/10 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;5633;5633;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-076;IRBEPREX A 300/5 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;5200;5200;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-077;IRBEPREX H 150/125 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;1605;1605;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-078;IRBEPREX H 300/125 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;2140;2140;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-079;KLAMICINA 500 MG CAJA X 10 TAB;Adapalene 01% Clindamicina 1%;1;950;950;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-081;LEFLUX 16 MG CAJA X 20 TABLETAS;Adapalene 01% Clindamicina 1%;1;200;200;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-083;LEFLUX 8 MG CAJA X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;180;180;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-084;LEUCOTREN 10 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;200;200;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-086;LEUCOTREN 4 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;130;130;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-088;LEUCOTREN 5 MG CAJA X 30TAB;Adapalene 01% Clindamicina 1%;1;125;125;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-089;LEVOPRAZ 5 MG X 10 TABLETAS;Adapalene 01% Clindamicina 1%;1;700;700;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-090;MACROZIT 500 MG  X 3 TAB;Adapalene 01% Clindamicina 1%;1;1500;1500;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-092;MELOPRAX 15/20 MG X 10 TAB;Adapalene 01% Clindamicina 1%;1;5500;5500;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-093;MIODAR 200 MG CAJA X 10 CAP;Adapalene 01% Clindamicina 1%;1;280;280;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-095;NEVITEN 5 MG 30 TAB;Adapalene 01% Clindamicina 1%;1;3200;3200;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-097;NIVECOL 10 MG X 30 TAB;Adapalene 01% Clindamicina 1%;1;160;160;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-098;NIVECOL 20 MG X 30 TAB;Adapalene 01% Clindamicina 1%;1;160;160;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-099;NIVECOL 40 MG  CAJA X  30 TAB;Adapalene 01% Clindamicina 1%;1;140;140;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-100;NIZOX SUSPENSION 100 MG / 5 ML FRASCO X 60 ML;Adapalene 01% Clindamicina 1%;1;4820;4820;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-102;NIZOX 500 MG CAJA X 6 TAB;Adapalene 01% Clindamicina 1%;1;910;910;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-104;OLAZAP 10 MG CAJA X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;150;150;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-106;OLAZAP 5 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;120;120;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-108;OLMEPREX 20 MG X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;2200;2200;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-109;OLMEPREX 40 MG X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;2460;2460;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-110;OMEX 40 MG X 15 CAPSULAS;Adapalene 01% Clindamicina 1%;1;1880;1880;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-111;ONDAX 4 MG X  1 AMPOLLA;Adapalene 01% Clindamicina 1%;1;1250;1250;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-112;ONDAX 4 MG CAJA X 10 TAB;Adapalene 01% Clindamicina 1%;1;810;810;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-114;ONDAX 8 MG CAJA X 10 TAB;Adapalene 01% Clindamicina 1%;1;810;810;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-113;ONDAX 8 MG CAJA X 1 AMPOLLA;Adapalene 01% Clindamicina 1%;1;910;910;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-116;ORLIX 40 MG  X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;1400;1400;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-117;PANTOPRAX 20 MG X 30 TAB;Adapalene 01% Clindamicina 1%;1;4233;4233;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-118;PANTOPRAX 40 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;4583;4583;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-123;PROPAFEN 150 MG CAJA X 30 TAB;Adapalene 01% Clindamicina 1%;1;182;182;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-125;PROSTARIDE 2 MG X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;270;270;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-127;PROSTARIDE 4 MG X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;310;310;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-129;QUINOMAX 400 MG CAJA X 5 TAB;Adapalene 01% Clindamicina 1%;1;2675;2675;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-130;QUINOMAX 400 MG CAJA X 7 TAB;Adapalene 01% Clindamicina 1%;1;2675;2675;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-131;RIFABAC 200 MG X 12 TABLETAS;Adapalene 01% Clindamicina 1%;1;3880;3880;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-030;RIFABAC 550 mg X 14 TAB;Adapalene 01% Clindamicina 1%;1;6571;6571;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-132;RINOSAL 005% X 10 GRAMOS;Adapalene 01% Clindamicina 1%;1;9000;9000;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-133;RINOSAL 005% X 18 GRAMOS;Adapalene 01% Clindamicina 1%;1;9000;9000;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-136;RINOTADIN 5 MG CAJA X 10 TAB;Adapalene 01% Clindamicina 1%;1;215;215;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-137;RISEMAX 120 MG CAJA X 60 CAP;Adapalene 01% Clindamicina 1%;1;850;850;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-138;ROSUVAX 10 MG CAJA X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;417;417;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-140;ROSUVAX 20 MG CAJA X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;535;535;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-141;ROSUVAX 40 MG CAJA X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;856;856;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-142;ROSUVAX E 10/10  MG CAJA X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;4710;4710;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-143;ROSUVAX E 20/10  MG CAJA X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;5683;5683;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-145;SULIMAX 500 MG 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;490;490;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-146;SULPRID 25 MG X 20 TABLETAS;Adapalene 01% Clindamicina 1%;1;480;480;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-148;TALOPRAM 10 MG X 30 TABLETAS;Adapalene 01% Clindamicina 1%;1;240;240;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
001-110-150;TAZEPIN 30 MG CAJA  X 20 TAB;Adapalene 01% Clindamicina 1%;1;350;350;;; 2576-INS ;Unidrogas SA;01/07/2018;31/12/2019;Bavaria;;;
